#atom id / phi / psi / chi1 /chi 2: 
#
all results: 
12 -130 157 -54 91 22.002079 
5 -100 126 -64 169 38.217729 
4 -100 126 55 84 58.537084 
5 -64 -45 -76 68 38.425929 
24 -64 -45 -64 -169 13.350492 
24 -130 157 -167 65 13.715492 
24 -105 -45 60 174 13.767092 
6 -105 -45 -58 -60 27.136210 
6 -112 8 55 84 26.600810 
6 -130 157 -64 -169 27.574710 
12 -126 129 -76 68 21.640379 
6 -126 129 55 84 26.397110 
4 -130 157 -76 68 60.134584 
6 -72 132 -175 167 29.601910 
4 -100 126 -58 -60 57.465784 
24 -105 -45 -175 167 14.209392 
5 -72 132 60 174 36.772929 
12 -72 132 -58 -60 16.276679 
4 -71 -18 -167 65 58.140384 
5 -71 -18 60 174 34.805829 
24 -71 -18 -64 -169 13.362292 
24 -112 8 -58 -60 7.501992 
4 -112 8 -76 68 60.301284 
12 -100 126 60 174 15.987579 
24 -126 129 -76 68 14.236092 
24 -126 129 -167 65 14.372892 
5 -126 129 -175 167 39.697229 
12 -130 157 -64 169 16.039479 
6 -105 -45 -64 169 27.896210 
12 -112 8 -54 91 23.150279 
6 -130 157 -76 68 35.367110 
12 -71 -18 -64 169 15.759579 
4 -105 -45 -54 91 65.524684 
24 -105 -45 -54 91 19.230492 
5 -105 -45 -64 169 41.423929 
4 -115 126 -54 91 63.220384 
24 -71 -18 -54 91 19.294092 
4 -64 -45 -64 169 66.488484 
12 -100 126 -54 91 21.025379 
6 -100 126 60 174 22.673810 
4 -71 -18 -64 169 64.201884 
6 -130 157 55 84 25.859710 
4 -72 132 -167 65 56.009784 
5 -126 129 55 84 40.536829 
4 -64 -45 60 174 67.533284 
5 -115 126 -175 167 39.932829 
4 -105 -45 -175 167 61.609784 
12 -72 132 -54 91 21.382579 
24 -130 157 -76 68 13.809992 
4 -115 126 -64 -169 63.338084 
12 -71 -18 60 174 17.286379 
12 -112 8 -64 -169 15.433179 
5 -112 8 -76 68 44.290529 
12 -112 8 -167 65 16.292879 
12 -126 129 55 84 24.316579 
4 -72 132 -64 169 64.083884 
4 -71 -18 -54 91 66.644184 
24 -115 126 -54 91 18.084592 
4 -115 126 60 174 59.377484 
24 -115 126 60 174 13.545792 
6 -71 -18 -167 65 27.936610 
24 -72 132 -64 -169 13.116592 
24 -71 -18 -76 68 17.129392 
6 -112 8 -167 65 29.115910 
4 -130 157 -167 65 54.268184 
24 -130 157 55 84 15.337192 
5 -105 -45 -54 91 39.847829 
5 -72 132 -175 167 37.689629 
5 -105 -45 -175 167 38.252229 
12 -64 -45 -54 91 21.402979 
6 -126 129 -167 65 28.798910 
24 -130 157 -58 -60 7.883092 
24 -72 132 -167 65 14.324992 
6 -130 157 -54 91 31.070610 
4 -115 126 -167 65 53.386284 
5 -126 129 -58 -60 36.972429 
24 -100 126 -64 169 13.908692 
24 -105 -45 -64 169 14.242892 
12 -105 -45 -64 169 15.191479 
12 -64 -45 -64 -169 14.459379 
5 -100 126 60 174 37.870529 
5 -71 -18 -54 91 38.527229 
12 -72 132 55 84 24.782779 
12 -115 126 -76 68 21.126779 
12 -105 -45 -175 167 11.473379 
4 -71 -18 -76 68 65.340084 
6 -115 126 -58 -60 25.908510 
6 -115 126 60 174 22.690110 
5 -100 126 -167 65 40.681129 
12 -112 8 -76 68 22.976279 
6 -71 -18 -64 -169 30.545910 
24 -100 126 -76 68 16.086092 
4 -100 126 -175 167 58.912784 
12 -126 129 -64 -169 15.154979 
4 -112 8 -175 167 58.985884 
6 -100 126 -64 -169 26.700910 
6 -72 132 -64 -169 28.229710 
12 -100 126 55 84 23.736679 
5 -100 126 -175 167 39.735829 
12 -64 -45 60 174 17.859379 
12 -130 157 -76 68 23.675779 
5 -64 -45 -54 91 37.882329 
6 -72 132 55 84 27.072710 
12 -64 -45 55 84 25.403779 
6 -105 -45 55 84 26.683010 
4 -72 132 -76 68 65.054184 
24 -115 126 -175 167 14.308692 
5 -126 129 -64 169 40.710129 
24 -71 -18 -167 65 14.025392 
5 -64 -45 55 84 35.213929 
5 -115 126 -64 -169 37.047829 
12 -105 -45 60 174 16.509379 
24 -72 132 -58 -60 7.192092 
5 -64 -45 -58 -60 34.382629 
12 -72 132 -64 -169 15.280579 
4 -100 126 -64 -169 63.518984 
5 -105 -45 55 84 36.949129 
6 -112 8 -64 169 29.626110 
12 -72 132 -175 167 10.752679 
4 -72 132 60 174 62.259184 
24 -100 126 60 174 13.643992 
4 -115 126 55 84 58.764584 
24 -115 126 -64 169 13.958892 
6 -71 -18 -76 68 36.459510 
6 -112 8 -58 -60 29.714510 
4 -130 157 -64 -169 62.324184 
24 -105 -45 -167 65 14.222292 
4 -126 129 -76 68 62.190784 
5 -130 157 -175 167 39.798929 
5 -130 157 -54 91 40.483529 
4 -100 126 -54 91 63.410084 
24 -126 129 -175 167 14.352292 
5 -105 -45 -58 -60 37.466229 
12 -115 126 60 174 16.172679 
12 -105 -45 -76 68 21.306379 
12 -100 126 -167 65 17.332679 
24 -112 8 -76 68 16.377892 
5 -64 -45 -64 169 38.430929 
5 -71 -18 -64 -169 36.786229 
6 -105 -45 60 174 23.382210 
4 -126 129 -64 -169 63.625084 
12 -112 8 -175 167 11.554079 
12 -100 126 -64 169 15.282179 
4 -105 -45 -76 68 64.402184 
6 -105 -45 -175 167 28.673210 
5 -71 -18 55 84 35.632929 
12 -71 -18 -54 91 22.397579 
4 -105 -45 -64 169 63.795084 
6 -105 -45 -64 -169 28.137310 
24 -130 157 -54 91 17.804692 
4 -72 132 -175 167 61.590284 
4 -64 -45 -76 68 67.966184 
24 -130 157 -64 -169 13.322192 
5 -105 -45 60 174 36.313329 
12 -126 129 60 174 16.601579 
12 -112 8 -58 -60 18.014479 
24 -112 8 55 84 15.828892 
6 -71 -18 -58 -60 28.215210 
12 -130 157 -58 -60 18.034979 
4 -100 126 -76 68 62.439384 
5 -126 129 -54 91 38.474529 
12 -126 129 -54 91 20.992579 
6 -105 -45 -76 68 35.308510 
4 -126 129 -175 167 59.889684 
24 -100 126 55 84 15.470792 
12 -126 129 -167 65 17.069379 
12 -64 -45 -58 -60 16.174379 
4 -126 129 -64 169 61.663784 
6 -126 129 -58 -60 26.042610 
4 -105 -45 60 174 63.035884 
5 -100 126 -54 91 36.517829 
6 -72 132 60 174 22.765010 
24 -105 -45 -58 -60 7.333192 
4 -126 129 -167 65 54.115284 
6 -64 -45 55 84 26.391010 
4 -130 157 -58 -60 57.427284 
4 -112 8 -58 -60 56.532484 
6 -130 157 -167 65 28.322810 
5 -71 -18 -76 68 40.002529 
12 -130 157 -167 65 16.806779 
24 -100 126 -167 65 14.417692 
5 -130 157 -167 65 40.845229 
5 -100 126 -58 -60 34.428029 
5 -105 -45 -76 68 41.649229 
4 -130 157 -64 169 60.667184 
24 -126 129 60 174 13.509592 
5 -126 129 -167 65 40.822429 
24 -130 157 -64 169 14.283892 
4 -72 132 55 84 60.922584 
5 -115 126 55 84 39.286129 
4 -126 129 -58 -60 58.328384 
6 -112 8 -54 91 33.978410 
4 -105 -45 -64 -169 66.057384 
4 -115 126 -58 -60 57.840684 
12 -115 126 -58 -60 15.953779 
12 -100 126 -64 -169 15.103679 
24 -105 -45 -76 68 16.744992 
12 -100 126 -76 68 20.986379 
12 -72 132 60 174 17.054479 
5 -71 -18 -64 169 39.624929 
5 -64 -45 -64 -169 35.827829 
4 -100 126 60 174 59.196084 
5 -130 157 -58 -60 39.018429 
24 -71 -18 55 84 15.350792 
24 -72 132 -76 68 16.692992 
24 -112 8 -54 91 18.624692 
5 -71 -18 -58 -60 35.146629 
6 -105 -45 -167 65 28.611710 
6 -112 8 -175 167 28.993410 
24 -72 132 -54 91 18.346892 
12 -71 -18 -58 -60 17.325779 
24 -71 -18 -58 -60 6.664392 
4 -64 -45 -58 -60 61.762084 
24 -115 126 -76 68 15.054792 
24 -112 8 -175 167 14.908292 
12 -115 126 -54 91 20.928379 
24 -115 126 -64 -169 13.040692 
5 -115 126 -54 91 37.340029 
24 -64 -45 -64 169 14.152092 
5 -126 129 60 174 39.970029 
24 -64 -45 60 174 13.926692 
5 -112 8 -167 65 42.202729 
6 -112 8 -64 -169 29.799710 
5 -100 126 55 84 38.136429 
24 -100 126 -58 -60 7.630492 
24 -130 157 -175 167 14.590292 
5 -112 8 -175 167 40.545829 
6 -100 126 -175 167 29.268410 
24 -64 -45 -76 68 16.702392 
12 -105 -45 -167 65 17.158479 
12 -126 129 -64 169 15.324179 
6 -72 132 -76 68 35.765410 
24 -100 126 -54 91 18.271792 
4 -100 126 -64 169 61.442084 
12 -72 132 -64 169 15.490279 
24 -64 -45 -54 91 19.796892 
12 -64 -45 -167 65 17.521079 
5 -72 132 -54 91 36.205229 
12 -72 132 -167 65 17.506179 
24 -72 132 -175 167 14.319592 
24 -64 -45 -58 -60 6.852792 
6 -100 126 -76 68 35.250410 
4 -115 126 -175 167 59.054084 
5 -115 126 -64 169 39.365929 
6 -100 126 -58 -60 25.906710 
5 -126 129 -64 -169 38.417929 
4 -130 157 -54 91 62.279384 
5 -71 -18 -175 167 38.586529 
24 -130 157 60 174 13.570692 
24 -100 126 -175 167 14.294192 
24 -72 132 55 84 15.431592 
6 -130 157 -175 167 29.396110 
12 -64 -45 -64 169 14.820179 
24 -115 126 55 84 15.443692 
24 -105 -45 -64 -169 13.257492 
12 -100 126 -175 167 11.028379 
5 -112 8 60 174 33.854729 
24 -100 126 -64 -169 13.082692 
4 -112 8 -54 91 61.895384 
12 -71 -18 -76 68 21.980679 
4 -105 -45 -167 65 56.508384 
4 -71 -18 -175 167 64.095784 
4 -64 -45 -54 91 69.372584 
6 -126 129 -54 91 30.015410 
4 -112 8 -64 169 60.362384 
5 -115 126 -167 65 41.041529 
6 -112 8 60 174 23.598310 
12 -100 126 -58 -60 15.853779 
5 -105 -45 -167 65 40.456529 
24 -72 132 -64 169 13.909792 
5 -72 132 -76 68 37.626829 
6 -126 129 -76 68 34.396710 
5 -115 126 -76 68 39.371129 
6 -100 126 55 84 27.047310 
6 -115 126 -175 167 29.211310 
12 -126 129 -175 167 11.137179 
4 -115 126 -64 169 61.270784 
4 -112 8 -167 65 53.674784 
4 -126 129 55 84 59.263784 
6 -72 132 -54 91 31.895710 
12 -105 -45 -64 -169 15.109579 
5 -100 126 -76 68 38.143329 
4 -71 -18 -64 -169 66.540784 
12 -105 -45 -54 91 21.614879 
4 -64 -45 -64 -169 68.992384 
6 -126 129 -175 167 29.301310 
5 -105 -45 -64 -169 38.833029 
24 -126 129 55 84 15.429492 
12 -71 -18 -64 -169 15.320279 
4 -105 -45 55 84 60.502784 
6 -100 126 -167 65 28.701610 
4 -130 157 60 174 60.273984 
12 -130 157 -64 -169 15.718479 
4 -71 -18 -58 -60 59.409084 
24 -115 126 -58 -60 7.948892 
5 -64 -45 60 174 34.804429 
5 -130 157 55 84 43.335429 
6 -71 -18 -54 91 33.601510 
24 -126 129 -64 169 14.021092 
6 -112 8 -76 68 36.576910 
4 -72 132 -64 -169 66.353384 
4 -126 129 -54 91 63.508184 
12 -112 8 -64 169 15.935479 
4 -126 129 60 174 60.091184 
12 -105 -45 55 84 24.366879 
6 -64 -45 -167 65 27.900410 
6 -115 126 -54 91 30.393510 
6 -72 132 -167 65 28.420710 
4 -64 -45 -167 65 60.381084 
6 -130 157 -64 169 28.579210 
12 -71 -18 -167 65 17.414779 
4 -105 -45 -58 -60 59.109684 

 
 Mean results and std: 
4 -175 167 60.512097 1.692521 
24 -58 -60 7.456881 0.465991 
24 -64 169 14.060170 0.137603 
5 -58 -60 36.213395 1.851788 
6 -175 167 29.140035 0.312753 
5 55 84 37.833862 2.704951 
5 -167 65 40.420929 1.045854 
4 60 174 62.113007 2.694324 
6 60 174 23.201821 0.511505 
24 -167 65 14.175859 0.253607 
4 -58 -60 58.550173 1.441610 
4 -54 91 64.698151 2.316114 
6 -58 -60 27.110299 1.224820 
6 -76 68 35.492399 0.663695 
12 -175 167 11.455679 0.626586 
12 -167 65 17.145201 0.369661 
5 -64 -169 37.745518 1.931071 
12 -64 169 15.454301 0.369630 
4 -64 -169 64.774384 2.174177 
4 -76 68 63.349262 2.407381 
6 -64 -169 28.066887 1.477582 
12 -58 -60 16.711124 0.805353 
12 -76 68 21.721435 0.953150 
6 -64 169 28.172010 1.206900 
5 -76 68 40.396751 2.201518 
24 55 84 15.448670 0.144380 
4 -64 169 62.663951 1.943835 
5 -64 169 40.199273 1.941974 
24 60 174 13.701104 0.137869 
6 -54 91 31.682687 1.267132 
5 60 174 37.267006 2.550686 
12 -64 -169 15.188957 0.319266 
12 55 84 24.190835 0.682150 
24 -175 167 14.451542 0.220974 
6 55 84 26.597776 0.345106 
6 -167 65 28.512076 0.383712 
4 -167 65 55.529051 2.315173 
5 -175 167 39.279879 0.918297 
12 -54 91 21.655190 0.700023 
12 60 174 16.658813 0.636331 
24 -64 -169 13.187681 0.126036 
24 -54 91 18.597426 0.653289 
24 -76 68 15.870515 1.135506 
5 -54 91 38.460973 1.573345 
4 55 84 60.438818 2.432663 
